idx,Replicate,Path,From_Where_moved,Sibling,What_moved,NNI
20,"(A,(W,((V,(B,U)),((((M,N),(K,L)),(J,((D,H),(E,((F,G),(C,I)))))),(T,((R,(P,Q)),(O,S)))))));",0,"(V,(B,U));","(B,U);",V;,1
21,"(A,((W,(V,(B,U))),(((J,(((F,G),(C,I)),(E,(D,H)))),((K,L),(M,N))),((O,(P,(Q,R))),(S,T)))));",0,"(V,(B,U));",V;,"(U,B);",1
22,"(A,((S,((((M,N),(K,L)),(J,((G,(F,(C,I))),(E,(D,H))))),(T,(P,(O,(Q,R)))))),(W,(V,(B,U)))));",0,"(V,(B,U));","(B,U);",V;,1
23,"(A,((W,(V,(B,U))),((T,(S,(O,(R,(P,Q))))),(((K,L),(M,N)),(J,(((C,I),(F,G)),(E,(D,H))))))));",0,"(V,(B,U));","(B,U);",V;,1
24,"((((K,L),(M,N)),(J,((D,H),((C,I),(E,(F,G)))))),(A,((W,(V,(B,U))),(S,(T,(O,(P,(Q,R))))))));",0,"(V,(B,U));","(B,U);",V;,1
25,"(A,((W,(V,(B,U))),(((L,(K,(M,N))),(J,((E,(D,H)),(I,(C,(F,G)))))),(T,(S,(O,(P,(Q,R))))))));",0,"(V,(B,U));","(B,U);",V;,1
26,"(A,((W,(V,(B,U))),((((K,L),(M,N)),((E,(D,H)),(J,((F,G),(C,I))))),((O,(P,(Q,R))),(S,T)))));",0,"(V,(B,U));","(B,U);",V;,1
27,"(((O,(P,(Q,R))),(((K,(L,(M,N))),(J,((E,(D,H)),(C,(I,(F,G)))))),(S,T))),(A,(W,(V,(B,U)))));",0,"(V,(B,U));","(B,U);",V;,1
28,"(A,((W,(V,(B,U))),(((E,((D,H),((C,I),(F,G)))),(J,((M,N),(K,L)))),(T,(S,(O,(P,(Q,R))))))));",0,"(V,(B,U));","(B,U);",V;,1
29,"(A,((V,(B,U)),(W,((T,(S,(O,(P,(Q,R))))),(((K,L),(M,N)),(J,((E,(D,H)),((F,G),(C,I)))))))));",0,"(V,(B,U));","(B,U);",V;,1
30,"(A,((W,(V,(B,U))),((T,(O,(S,(P,(Q,R))))),((J,(((F,G),(C,I)),(D,(E,H)))),((K,L),(M,N))))));",0,"(V,(B,U));",V;,"(U,B);",1
31,"(A,((W,(V,(B,U))),(((K,L),(M,N)),((J,(E,(D,((F,G),(H,(C,I)))))),(T,(S,(O,(P,(Q,R)))))))));",0,"(V,(B,U));",V;,"(U,B);",1
32,"(A,((((P,(Q,R)),(O,S)),(((K,L),(M,N)),((E,(D,H)),(J,(C,(I,(F,G))))))),(T,(W,(V,(B,U))))));",0,"(V,(B,U));","(B,U);",V;,1
33,"((W,(V,(B,U))),(A,(J,((((K,L),(M,N)),((C,I),((F,G),(E,(D,H))))),(T,(S,(O,(P,(Q,R)))))))));",0,"(V,(B,U));","(B,U);",V;,1
34,"(A,((V,(B,U)),(W,(T,((J,(E,(D,H))),((S,((Q,R),(O,P))),(((C,I),(F,G)),((K,L),(M,N)))))))));",0,"(V,(B,U));","(B,U);",V;,1
35,"(A,((((K,L),(J,(D,(E,H)))),((M,N),((F,G),(C,I)))),((T,(S,((P,Q),(O,R)))),(W,(V,(B,U))))));",0,"(V,(B,U));",V;,"(U,B);",1
36,"(A,((W,(V,(B,U))),(T,((S,(O,(P,(Q,R)))),(((K,L),(M,N)),(J,(((C,I),(F,G)),(E,(D,H)))))))));",0,"(V,(B,U));","(B,U);",V;,1
37,"((W,(V,(B,U))),(A,(((J,((E,(D,H)),((C,I),(F,G)))),((M,N),(K,L))),(T,(S,(O,(P,(Q,R))))))));",0,"(V,(B,U));",V;,"(U,B);",1
38,"((((J,((C,I),((F,G),(E,(D,H))))),((M,N),(K,L))),(W,(V,(B,U)))),(A,(T,((P,(Q,R)),(O,S)))));",0,"(V,(B,U));",V;,"(U,B);",1
39,"(((T,(S,(O,(P,(Q,R))))),(W,(V,(B,U)))),(A,((C,(G,(F,I))),((J,(H,(D,E))),((K,L),(M,N))))));",0,"(V,(B,U));",V;,"(U,B);",1
40,"(((T,((P,(Q,R)),(O,S))),(((K,L),(M,N)),(J,((E,(D,H)),((C,I),(F,G)))))),(A,(W,(V,(B,U)))));",0,"(V,(B,U));",V;,"(U,B);",1
41,"(A,(((S,(O,(P,(Q,R)))),(((M,N),(K,L)),(J,((F,G),((C,I),(H,(D,E))))))),(T,(W,(V,(B,U))))));",0,"(V,(B,U));",V;,"(U,B);",1
42,"(A,((W,(V,(B,U))),((((M,N),(K,L)),(F,(J,((G,(C,I)),(E,(D,H)))))),(T,(R,(S,(O,(P,Q))))))));",0,"(V,(B,U));","(B,U);",V;,1
43,"(A,((W,(V,(B,U))),((T,(S,(O,(P,(Q,R))))),(((K,L),(M,N)),(J,((E,(D,H)),((F,G),(C,I))))))));",0,"(V,(B,U));","(B,U);",V;,1
